timestamp,station_id,temperature,pressure,humidity,temperature_delta,pressure_delta,humidity_delta,temperature_roll_mean,pressure_roll_mean,humidity_roll_mean,temperature_roll_std,pressure_roll_std,humidity_roll_std,temperature_missing,pressure_missing,humidity_missing,label
2026-05-01 00:00:00,AWS001,22.47315732344064,1005.7841180082291,78.8821278903459,,,,,,,,,,0,0,0,0
2026-05-01 00:05:00,AWS001,22.26552888766575,1005.7728796786107,77.09104843511504,-0.20762843577488965,-0.011238329618436182,-1.7910794552308573,,,,,,,0,0,0,0
2026-05-01 00:10:00,AWS001,22.826907340021528,1005.7552686591403,77.98289932351449,0.561378452355779,-0.01761101947045063,0.8918508883994463,22.36934310555319,1005.7784988434199,77.98658816273047,0.14681547490357877,0.00794669908240585,1.2664844284376466,0,0,0,0
2026-05-01 00:15:00,AWS001,22.469161165935574,1005.7846430433599,76.49913706414152,-0.35774617408595333,0.02937438421963634,-1.4837622593729662,22.52186451704264,1005.77075544866,77.98535854965847,0.2838410377725176,0.014541509563149582,0.8955422600762271,0,0,0,0
2026-05-01 00:20:00,AWS001,22.539096077036785,1005.8246300228748,77.62477331655052,0.06993491110121042,0.03998697951487884,1.1256362524089951,22.508688679265873,1005.774227347335,77.61380317827924,0.2332485811753885,0.013754513994338517,1.042534189235381,0,0,0,0
2026-05-01 00:25:00,AWS001,22.62120631988349,1005.7652771768535,77.52779431162216,0.08211024284670643,-0.05935284602128377,-0.09697900492835743,22.514770158820056,1005.7843078824429,77.6159972059335,0.20245640872318302,0.025494625545968073,0.9028744212681203,0,0,0,0
2026-05-01 00:30:00,AWS001,22.528670855616845,1005.8465615929827,74.48697306218635,-0.09253546426664627,0.08128441612916504,-3.0408212494358082,22.53250951899729,1005.7811360981781,77.60129672354827,0.18622295063567693,0.024090289286801146,0.8083578425167555,0,0,0,0
2026-05-01 00:35:00,AWS001,22.147349143813464,1005.952926332467,75.76338719622069,-0.3813217118033805,0.10636473948432013,1.27641413403434,22.541761774359998,1005.7915433623037,76.86877091885502,0.1840507340711587,0.03612048419669653,1.2732738174030878,0,0,0,0
2026-05-01 00:40:00,AWS001,22.269379954274168,1005.9276850536218,77.70599604105738,0.12203081046070352,-0.025241278845214765,1.942608844836684,22.522065150384616,1005.8215511379462,76.64749404570595,0.22194699233271617,0.07323493328824374,1.340508576839967,0,0,0,0
2026-05-01 00:45:00,AWS001,22.099995084729766,1005.9618105957144,78.95070405296019,-0.1693848695444018,0.03412554209262453,1.2447080119028158,22.42914391942672,1005.8502872036934,76.60134349862976,0.18188856687656804,0.07580666129167457,1.2891203359732573,0,0,0,0
