station_id,window_start,anomaly_frequency,anomaly_severity,missing_data_pct,communication_failure_frequency,station_disagreement,temperature_drift,pressure_drift,humidity_drift,rolling_variance,repeated_fault_count,estimated_health_risk_score,sensor_health_score,degradation_level,maintenance_priority
AWS001,2026-05-01,0.003472222222222222,1,0.0,0.0,0.044510616313845563,0.026354864428515208,0.014891907390040399,-0.030633487772360198,0.47008827003705456,1,1.44262651895725,98.6,HEALTHY,LOW
AWS001,2026-05-02,0.003472222222222222,1,0.0,0.0,0.04372486649134361,-0.01793925791375707,-0.01751631901973146,0.025371191816319822,0.2493381418551485,1,1.4229827733947014,98.6,HEALTHY,LOW
AWS001,2026-05-03,0.003472222222222222,1,0.0,0.0,0.04187588040841571,-0.006197421997342572,-0.029537188244233112,-0.005209119945945245,0.25955716933534895,1,1.3767581213215037,98.6,HEALTHY,LOW
AWS001,2026-05-04,0.125,36,0.0,0.0,0.057794175844858714,-0.003180328869441159,-0.006836170291828678,0.00530483229093955,0.351151984345027,36,13.31985439612147,86.7,HEALTHY,LOW
AWS001,2026-05-05,0.06944444444444445,20,0.0,0.0,0.04310805400333383,-0.027424560796752692,0.024217761020119372,0.030554277085315922,0.2427384580612092,20,7.674923572305568,92.3,HEALTHY,LOW
AWS001,2026-05-06,0.06944444444444445,20,0.0,0.0,0.08291036616737439,-0.0035911452001579575,0.025000187680358325,0.004358271858389119,0.25503313085426516,20,8.669981376406582,91.3,HEALTHY,LOW
AWS001,2026-05-07,0.16666666666666666,48,0.0,0.0,0.05233465344207326,0.02760720941653004,-0.001823194011631557,-0.021966903038015184,0.4711949900808478,48,17.14169966938516,82.9,WATCH,MEDIUM
AWS001,2026-05-08,0.16666666666666666,48,0.0,0.0,0.04440358189072516,0.010253286625462384,-0.02632407488968427,-0.010911823655737138,0.2660470397974712,48,16.94342288060146,83.1,WATCH,MEDIUM
AWS001,2026-05-09,0.16666666666666666,48,0.0,0.0,0.10491579885513878,0.001673274102376548,-0.02112781016371675,0.005112272042393506,0.25737450547930274,48,18.456228304711804,81.5,WATCH,MEDIUM
AWS001,2026-05-10,0.0625,18,0.0,0.0,0.03554127293021179,0.01589908050999749,0.00995398325153237,-0.031507517837533666,0.24055417904367882,18,6.826031823255295,93.2,HEALTHY,LOW
AWS001,2026-05-11,0.0625,18,0.0,0.0,0.037783383259333746,-0.016532694195870865,0.02894754056736954,0.01973977999045304,0.2674994504246969,18,6.882084581483344,93.1,HEALTHY,LOW
AWS001,2026-05-12,0.0625,18,0.0,0.0,0.04005597672687145,-0.030161816227435682,0.014039406320179637,0.018386836958845007,0.2696385296129857,18,6.938899418171787,93.1,HEALTHY,LOW
AWS001,2026-05-13,0.0,0,0.0,0.0,0.03691019269176581,0.004568155647988108,-0.01734443820160081,0.0014945096724964617,0.24714856211846195,0,0.9227548172941453,99.1,HEALTHY,LOW
AWS001,2026-05-14,0.0,0,0.0,0.0,0.041139223892205104,0.00046178102007356074,-0.029015150856153582,0.012953644460100734,0.27712177585627806,0,1.0284805973051276,99.0,HEALTHY,LOW
AWS001,2026-05-15,0.0,0,0.0,0.0,0.04016817875616981,-0.004899792259496389,-0.005100852121225093,-0.0072409574133879395,0.2800178608646482,0,1.0042044689042453,99.0,HEALTHY,LOW
AWS001,2026-05-16,0.0,0,0.0,0.0,0.04210955534304277,0.02688023550259406,0.021786702308607256,-0.008719049061083981,0.2556838120301288,0,1.0527388835760692,98.9,HEALTHY,LOW
AWS001,2026-05-17,0.0,0,0.0,0.0,0.03889338535030917,0.0228157956103398,0.026543449967358787,-0.028634722613127113,0.26653292626179653,0,0.9723346337577293,99.0,HEALTHY,LOW
AWS001,2026-05-18,0.003472222222222222,1,0.0,0.0,0.03946848515406433,-0.016614815882927347,-0.0030860544944388835,0.0171813073510768,0.4551229630747396,1,1.3165732399627192,98.7,HEALTHY,LOW
AWS001,2026-05-19,0.003472222222222222,1,0.0,0.0,0.041908510423563854,-0.011643905813371713,-0.02525764540108079,-5.571625765816219e-06,0.2575903215088081,1,1.3775738717002073,98.6,HEALTHY,LOW
AWS001,2026-05-20,0.1284722222222222,37,0.0,0.0,0.054779292630241436,-0.0013458525882507066,-0.02103018992041604,-0.0009340552635630001,0.32345911130384797,37,13.574343426867147,86.4,HEALTHY,LOW
AWS001,2026-05-21,0.06944444444444445,20,0.0,0.0,0.044137843968610924,-0.026305012396541053,0.009920135455425496,0.03626381490015704,0.2485652493011239,20,7.700668321437496,92.3,HEALTHY,LOW
AWS001,2026-05-22,0.06944444444444445,20,0.0,0.0,0.07902408873069461,-0.0012171882908578056,0.02753866856344405,-0.0028750841327565744,0.3873964192079898,20,8.572824440489587,91.4,HEALTHY,LOW
AWS001,2026-05-23,0.3333333333333333,96,0.0,0.0,0.057963450091930796,0.02687504331730682,0.015162204583213898,-0.02799480075599297,0.3529387130142622,96,33.11575291896494,66.9,WATCH,MEDIUM
AWS001,2026-05-24,0.16666666666666666,48,0.0,0.0,0.11765030878687077,0.010870531184395996,-0.01747886536168232,-0.006389398058095426,0.2555102026757536,48,18.774591053005103,81.2,WATCH,MEDIUM
AWS001,2026-05-25,0.125,36,0.0,0.0,0.04057131923396824,-0.0005565953899820952,-0.02836502386740926,-0.008471092577628767,0.24622246026013192,36,12.889282980849206,87.1,HEALTHY,LOW
AWS001,2026-05-26,0.0625,18,0.0,0.0,0.04112614368232945,0.015371862968103358,-0.005537992978341085,-0.017505558175717726,0.25319576019840156,18,6.965653592058237,93.0,HEALTHY,LOW
AWS001,2026-05-27,0.0,0,0.0,0.0,0.040099734265796376,-0.014295836177620683,0.021605422296186956,0.03208471477574948,0.2703723250177688,0,1.0024933566449095,99.0,HEALTHY,LOW
AWS001,2026-05-28,0.0,0,0.0,0.0,0.049263666512887175,-0.008735225023533712,0.06976042096026672,0.0013256308422281212,0.24931995831670456,0,1.2315916628221795,98.8,HEALTHY,LOW
AWS002,2026-05-01,0.003472222222222222,1,0.0,0.0,0.046283616492330766,0.021120451880437808,0.012523742874170248,-0.03685899707595816,0.4672981599934147,1,1.4869515234193802,98.5,HEALTHY,LOW
AWS002,2026-05-02,0.003472222222222222,1,0.0,0.0,0.045256165730133885,-0.014946040129026858,-0.016788949478292556,0.027637033314269872,0.25924044273590313,1,1.4612652543644582,98.5,HEALTHY,LOW
AWS002,2026-05-03,0.003472222222222222,1,0.0,0.0,0.04751951610241601,-0.01022613477916412,-0.027456376301996006,0.007659192794832774,0.2596385554155266,1,1.5178490136715113,98.5,HEALTHY,LOW
AWS002,2026-05-04,0.125,36,0.0,0.0,0.06419437965868074,-0.0015974451874341976,-0.007135860127819724,-0.0017052126171922656,0.3305164956958609,36,13.47985949146702,86.5,HEALTHY,LOW
AWS002,2026-05-05,0.06944444444444445,20,0.0,0.0,0.05164818995138154,-0.023651814511173583,0.02339007602121157,0.034524019499083757,0.24992697652634213,20,7.888426971006761,92.1,HEALTHY,LOW
AWS002,2026-05-06,0.06944444444444445,20,0.0,0.0,0.08060720227723064,-0.00386681432685243,0.02553348581743917,-0.017166576423656526,0.2479308640053086,20,8.61240227915299,91.4,HEALTHY,LOW
AWS002,2026-05-07,0.1597222222222222,46,0.0,0.0,0.06228801686971278,0.11908249461155974,-0.002773678459008345,-0.025505554026543864,0.3964383158261499,46,16.730811532853927,83.3,WATCH,MEDIUM
AWS002,2026-05-08,0.125,36,0.0,0.0,0.047805455978247965,-0.08323312853757549,0.09619550357241893,0.00922110712771603,0.34219612332638066,36,13.0701363994562,86.9,HEALTHY,LOW
AWS002,2026-05-09,0.125,36,0.0,0.0,0.05768615443274957,0.00028642465258411757,-0.14399460086532656,0.12995490725946796,0.2668633739997361,36,13.31715386081874,86.7,HEALTHY,LOW
AWS002,2026-05-10,0.125,36,0.0,0.0,0.09220693924868623,0.023777901537960024,0.010601486474821719,-0.14930639227637876,0.2500998814341098,36,14.180173481217157,85.8,HEALTHY,LOW
AWS002,2026-05-11,0.027777777777777776,8,0.0,0.0,0.04586457892738615,-0.021777783705566267,0.029245968069036996,0.00807717078370973,0.26297696973877077,8,3.7855033620735425,96.2,HEALTHY,LOW
AWS002,2026-05-12,0.0625,18,0.0,0.0,0.0461284240673151,-0.030398520020702646,0.013571341504954168,0.029044654163661827,0.24420769518100613,18,7.090710601682878,92.9,HEALTHY,LOW
AWS002,2026-05-13,0.0625,18,0.0,0.0,0.04524712156832304,0.0004554308046276952,-0.01662254033141666,0.0054692033723303295,0.2613398132600363,18,7.068678039208076,92.9,HEALTHY,LOW
AWS002,2026-05-14,0.0,0,0.0,0.0,0.04662530353695164,0.004039323746064626,-0.0295113490830848,-0.01513860376424709,0.2536460863195441,0,1.165632588423791,98.8,HEALTHY,LOW
AWS002,2026-05-15,0.0,0,0.0,0.0,0.04299000825754907,-0.006407894720531493,-0.0055854582966677275,0.015679680343764435,0.29595320825338717,0,1.0747502064387267,98.9,HEALTHY,LOW
AWS002,2026-05-16,0.0,0,0.0,0.0,0.04844128251193761,0.029153621873153165,0.023151415288168664,-0.03402251246277878,0.2588592821509964,0,1.2110320627984403,98.8,HEALTHY,LOW
AWS002,2026-05-17,0.0,0,0.0,0.0,0.04431208350177823,0.01815972669306323,0.024343287039391964,-0.021824313288509794,0.27476219958332726,0,1.1078020875444559,98.9,HEALTHY,LOW
AWS002,2026-05-18,0.003472222222222222,1,0.0,0.0,0.05066859840777583,-0.01297233251678461,-0.0005430170148095215,0.02245617095213337,0.47676498468642037,1,1.5965760713055068,98.4,HEALTHY,LOW
AWS002,2026-05-19,0.003472222222222222,1,0.0,0.0,0.045541346473538254,-0.010701608794767718,-0.027860744223851777,0.005227209729109357,0.2491530495478377,1,1.4683947729495672,98.5,HEALTHY,LOW
AWS002,2026-05-20,0.003472222222222222,1,0.0,0.0,0.04718303280003738,-0.0030152536831290857,-0.01982142719909498,0.0018524320432421841,0.25117312244004203,1,1.5094369311120455,98.5,HEALTHY,LOW
AWS002,2026-05-21,0.19444444444444445,56,0.0,0.0,0.06667101153512962,-0.024248760147466537,0.010793294350118209,0.027822109056735038,0.32354597511045846,56,20.138997510600465,79.9,WATCH,MEDIUM
AWS002,2026-05-22,0.06944444444444445,20,0.0,0.0,0.08571017428742982,-0.0035591353662927094,0.028132140584536183,9.646608305274245e-05,0.39111027965752876,20,8.739976579407967,91.3,HEALTHY,LOW
AWS002,2026-05-23,0.16666666666666666,48,0.0,0.0,0.06010812378298924,0.028372478354662625,0.01439258091703937,-0.023738989614670445,0.3607652740718461,48,17.336036427908063,82.7,WATCH,MEDIUM
AWS002,2026-05-24,0.3333333333333333,96,0.0,0.0,0.11068969916087448,0.007062801771704436,-0.018927387115898538,-0.014694854644518252,0.27258703715699073,96,34.43390914568853,65.6,WATCH,MEDIUM
AWS002,2026-05-25,0.0625,18,0.0,0.0,0.04537609420516135,0.0024445190995774605,-0.028638736506738302,0.00681087277543746,0.2565070846482434,18,7.071902355129033,92.9,HEALTHY,LOW
AWS002,2026-05-26,0.09027777777777778,26,0.0,0.0,0.04677654097106802,0.01565232184985897,-0.005595390461522637,-0.030500078280312797,0.2646815672450717,26,9.74580241316559,90.3,HEALTHY,LOW
AWS002,2026-05-27,0.034722222222222224,10,0.0,0.0,0.04783428543799709,-0.013039691846315113,0.022625699040549167,0.03133950548133403,0.24993090132574103,10,4.494468247061039,95.5,HEALTHY,LOW
AWS002,2026-05-28,0.0,0,0.0,0.0,0.04592179393782388,-0.028121524669519005,0.07544815353624576,0.05727417177782974,0.2333680608079062,0,1.1480448484455972,98.9,HEALTHY,LOW
AWS003,2026-05-01,0.003472222222222222,1,0.0,0.0,0.06911959063834755,0.024945422226503262,0.011946294532741071,-0.033846360859351415,0.4575002219573898,1,2.0578508770697996,97.9,HEALTHY,LOW
AWS003,2026-05-02,0.003472222222222222,1,0.0,0.0,0.06601105138843985,-0.020292917498133937,-0.01695272203383169,0.0399492165471239,0.2679655005474837,1,1.9801373958221073,98.0,HEALTHY,LOW
AWS003,2026-05-03,0.003472222222222222,1,0.0,0.0,0.07236989095394554,-0.0066025243733305195,-0.028183644024792107,0.07081926116736266,0.2499241643749488,1,2.1391083849597496,97.9,HEALTHY,LOW
AWS003,2026-05-04,0.0,0,0.0,0.0,0.06511659305853498,-0.00019454061565155674,-0.006462857348111584,-0.08105107283167166,0.24764209229342857,0,1.6279148264633745,98.4,HEALTHY,LOW
AWS003,2026-05-05,0.125,36,0.0,0.0,0.08116475138055937,-0.025249465150386854,0.022356934352715366,0.017739207729068982,0.3261440060694689,36,13.904118784513987,86.1,HEALTHY,LOW
AWS003,2026-05-06,0.06944444444444445,20,0.0,0.0,0.06839911135513184,-0.0047321491924323545,0.025865444396695223,0.016556672293116845,0.2632548621234838,20,8.307200006100517,91.7,HEALTHY,LOW
