timestamp,station_id,latitude,longitude,temperature,pressure,humidity,neighbor_temperature_median,neighbor_pressure_median,neighbor_humidity_median,spatial_residual_temperature,spatial_residual_pressure,spatial_residual_humidity,spatial_anomaly_score,spatial_consensus_score,event_likelihood,sensor_fault_likelihood,event_type,is_genuine_event,fault_type,is_anomaly
2026-05-01 00:00:00,AWS001,12.97,77.59,22.47315732344064,1005.7841180082291,78.8821278903459,22.879101430462715,1007.3621320470156,78.68239155769686,-0.4059441070220764,-1.5780140387864776,0.19973633264903867,0.022703026290125664,0.9772969737098743,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:05:00,AWS001,12.97,77.59,22.26552888766575,1005.7728796786107,77.09104843511504,22.792027346912732,1007.4010637563434,77.04377155348988,-0.5264984592469837,-1.628184077732726,0.047276881625165856,0.02392233124012512,0.9760776687598749,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:10:00,AWS001,12.97,77.59,22.826907340021528,1005.7552686591403,77.98289932351449,23.087723136109155,1007.4293077063884,78.30835624143029,-0.26081579608762695,-1.6740390472481295,-0.3254569179158011,0.017390828261933184,0.9826091717380668,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:15:00,AWS001,12.97,77.59,22.469161165935574,1005.7846430433599,76.49913706414152,23.084173323209896,1007.4268636269849,76.83629130918152,-0.6150121572743217,-1.642220583624976,-0.33715424503999714,0.03316589469130593,0.9668341053086941,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:20:00,AWS001,12.97,77.59,22.539096077036785,1005.8246300228748,77.62477331655052,22.89632085070867,1007.3530086577382,78.06584979747313,-0.3572247736718843,-1.5283786348634294,-0.441076480922618,0.022944204269211125,0.9770557957307888,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:25:00,AWS001,12.97,77.59,22.62120631988349,1005.7652771768535,77.52779431162216,22.879136377212003,1007.2132412483584,77.35323192468147,-0.2579300573285117,-1.4479640715048845,0.1745623869406927,0.015342393493802337,0.9846576065061977,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:30:00,AWS001,12.97,77.59,22.528670855616845,1005.8465615929827,74.48697306218635,22.60817460548897,1007.5559707289316,77.7780742418199,-0.07950374987212427,-1.7094091359489312,-3.291101179633543,0.18815205432814877,0.8118479456718513,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:35:00,AWS001,12.97,77.59,22.147349143813464,1005.952926332467,75.76338719622069,22.61692511326484,1007.4629089314417,77.58494562844024,-0.4695759694513768,-1.509982598974716,-1.8215584322195468,0.11417988765886856,0.8858201123411314,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:40:00,AWS001,12.97,77.59,22.269379954274168,1005.9276850536218,77.70599604105738,22.630218015354057,1007.5599577605797,78.4144646551172,-0.3608380610798889,-1.632272706957906,-0.7084686140598251,0.04672334371276768,0.9532766562872323,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:45:00,AWS001,12.97,77.59,22.099995084729766,1005.9618105957144,78.95070405296019,22.448714624571533,1007.5327729010864,78.42171483476992,-0.34871953984176685,-1.5709623053720634,0.5289892181902758,0.01839021474864383,0.9816097852513561,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:50:00,AWS001,12.97,77.59,22.177550868026447,1006.1708058879216,79.09911238264343,22.638072524563853,1007.5979733065144,79.23864643854046,-0.46052165653740573,-1.4271674185928305,-0.13953405589703038,0.024057045605010197,0.9759429543949898,0.0,0.0,NONE,0,NORMAL,0
2026-05-01 00:55:00,AWS001,12.97,77.59,22.49338568981754,1006.216332734703,78.08536093589021,22.65564736064328,1007.7356999588235,78.46584562905574,-0.16226167082573895,-1.519367224120515,-0.3804846931655277,0.016094820699880243,0.9839051793001198,0.0,0.0,NONE,0,NORMAL,0
